code,title,prerequisite,prerequisite_link,dept_link
MISM 6206,Modeling for Business,MISM 6202,https://catalog.northeastern.edu/search/?P=MISM%206202,/course-descriptions/mism/
MISM 6210,Information Visuals and Dashboards for Business,,,/course-descriptions/mism/
MISM 6211,Text Mining for Business,MISM 6202,https://catalog.northeastern.edu/search/?P=MISM%206202,/course-descriptions/mism/
MISM 6212,Data Mining and Machine Learning for Business,,,/course-descriptions/mism/
MISM 6213,"Business Information Design, Quality, and Strategy",MISM 6201,https://catalog.northeastern.edu/search/?P=MISM%206201,/course-descriptions/mism/
MISM 6213,"Business Information Design, Quality, and Strategy",MISM 6205,https://catalog.northeastern.edu/search/?P=MISM%206205,/course-descriptions/mism/
MISM 6214,Business Analytics Capstone,,,/course-descriptions/mism/
MISM 6250,Strategic AI for Business,,,/course-descriptions/mism/
MGMT 1990,Elective,,,/course-descriptions/mgmt/
MGMT 2990,Elective,,,/course-descriptions/mgmt/
MGMT 3302,Negotiating in Business,,,/course-descriptions/mgmt/
MGMT 3305,Power and Influence,,,/course-descriptions/mgmt/
MGMT 3315,Managing Organizational Change and Disruption,,,/course-descriptions/mgmt/
MGMT 3340,"Healthcare Management, Innovation, and Design",,,/course-descriptions/mgmt/
MGMT 3350,Managing a Diverse Workforce,,,/course-descriptions/mgmt/
MGMT 3380,Leadership,COOP 3945,https://catalog.northeastern.edu/search/?P=COOP%203945,/course-descriptions/mgmt/
MGMT 3380,Leadership,COOP 3948,https://catalog.northeastern.edu/search/?P=COOP%203948,/course-descriptions/mgmt/
MGMT 3380,Leadership,COOP 3946,https://catalog.northeastern.edu/search/?P=COOP%203946,/course-descriptions/mgmt/
MGMT 3380,Leadership,COOP 3947,https://catalog.northeastern.edu/search/?P=COOP%203947,/course-descriptions/mgmt/
MGMT 3420,Managing Human Capital,,,/course-descriptions/mgmt/
MGMT 3435,Social Networks and Organizations,,,/course-descriptions/mgmt/
MGMT 3530,Project Management,,,/course-descriptions/mgmt/
MGMT 3990,Elective,,,/course-descriptions/mgmt/
MGMT 4310,The Management Practices of Great Organizations,,,/course-descriptions/mgmt/
MGMT 4410,Workforce Analytics,,,/course-descriptions/mgmt/
MGMT 4550,Management Consulting in Organizations,COOP 3945,https://catalog.northeastern.edu/search/?P=COOP%203945,/course-descriptions/mgmt/
MGMT 4550,Management Consulting in Organizations,COOP 3948,https://catalog.northeastern.edu/search/?P=COOP%203948,/course-descriptions/mgmt/
MGMT 4983,Special Topics in Management,,,/course-descriptions/mgmt/
MGMT 4990,Elective,,,/course-descriptions/mgmt/
MGMT 4992,Directed Study,,,/course-descriptions/mgmt/
MGMT 6211,Business Law and Professional Ethics,,,/course-descriptions/mgmt/
MGMT 6213,Managing Ethics in the Workplace and Marketplace,,,/course-descriptions/mgmt/
MGMT 6214,Negotiations,,,/course-descriptions/mgmt/
MGMT 6222,Healthcare Industry,,,/course-descriptions/mgmt/
MGMT 6223,Strategic Decision Making for Healthcare Professionals,,,/course-descriptions/mgmt/
MGMT 6225,Sustainability and Leadership,,,/course-descriptions/mgmt/
MGMT 6226,Sustainability and the Business Environment,,,/course-descriptions/mgmt/
MGMT 6280,Innovation for Next-Generation Products and Systems,,,/course-descriptions/mgmt/
MGMT 6962,Elective,,,/course-descriptions/mgmt/
MGMT 7976,Directed Study,,,/course-descriptions/mgmt/
MGSC 1990,Elective,,,/course-descriptions/mgsc/
MGSC 2301,Business Statistics,,,/course-descriptions/mgsc/
MGSC 2990,Elective,,,/course-descriptions/mgsc/
MGSC 3990,Elective,,,/course-descriptions/mgsc/
MGSC 4990,Elective,,,/course-descriptions/mgsc/
MGSC 6100,Quantitative Foundations of Finance and Data Analytics,,,/course-descriptions/mgsc/
MGSC 6200,Information Analysis,,,/course-descriptions/mgsc/
MGSC 6201,Information Systems and Technology,,,/course-descriptions/mgsc/
MGSC 6204,Managing Information Resources,,,/course-descriptions/mgsc/
MGSC 6221,Introduction to Health Informatics and Health Information Systems,,,/course-descriptions/mgsc/
MGSC 6281,Service Innovation and Management,,,/course-descriptions/mgsc/
MGSC 6962,Elective,,,/course-descriptions/mgsc/
MGSC 7976,Directed Study,,,/course-descriptions/mgsc/
MECN 6200,Global Competition and Market Dominance,,,/course-descriptions/mecn/
MECN 6205,Sustainability and the Economics of Markets,,,/course-descriptions/mecn/
MECN 6962,Elective,,,/course-descriptions/mecn/
MKT 1990,Elective,,,/course-descriptions/mkt/
MKT 2100,Principles of Marketing,MGT 1100,https://catalog.northeastern.edu/search/?P=MGT%201100,/course-descriptions/mkt/
MKT 2100,Principles of Marketing,CMN 1100,https://catalog.northeastern.edu/search/?P=CMN%201100,/course-descriptions/mkt/
MKT 2100,Principles of Marketing,HMG 1100,https://catalog.northeastern.edu/search/?P=HMG%201100,/course-descriptions/mkt/
MKT 2220,Consumer Behavior,MKT 2100,https://catalog.northeastern.edu/search/?P=MKT%202100,/course-descriptions/mkt/
MKT 2700,Product Design and Development,,,/course-descriptions/mkt/
MKT 2990,Elective,,,/course-descriptions/mkt/
MKT 3010,Digital Marketing,MKT 2100,https://catalog.northeastern.edu/search/?P=MKT%202100,/course-descriptions/mkt/
MKT 3100,Marketing Analytics,MKT 3010,https://catalog.northeastern.edu/search/?P=MKT%203010,/course-descriptions/mkt/
MKT 3100,Marketing Analytics,MTH 2300,https://catalog.northeastern.edu/search/?P=MTH%202300,/course-descriptions/mkt/
MKT 3990,Elective,,,/course-descriptions/mkt/
MKT 4955,Project,,,/course-descriptions/mkt/
MKT 4990,Elective,,,/course-descriptions/mkt/
MKT 6962,Elective,,,/course-descriptions/mkt/
MKTG 1990,Elective,,,/course-descriptions/mktg/
MKTG 2201,Introduction to Marketing,,,/course-descriptions/mktg/
MKTG 2209,Introduction to Marketing,,,/course-descriptions/mktg/
MKTG 2301,Marketing and Society,,,/course-descriptions/mktg/
MKTG 2602,Quantitative Analysis of Consumer Data,,,/course-descriptions/mktg/
MKTG 2720,Enabling Technologies for Consumer Engagement,,,/course-descriptions/mktg/
MKTG 2990,Elective,,,/course-descriptions/mktg/
MKTG 3301,Marketing Management,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 3301,Marketing Management,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 3401,Marketing Research,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 3401,Marketing Research,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 3401,Marketing Research,MGSC 2301,https://catalog.northeastern.edu/search/?P=MGSC%202301,/course-descriptions/mktg/
MKTG 3401,Marketing Research,MATH 2280,https://catalog.northeastern.edu/search/?P=MATH%202280,/course-descriptions/mktg/
MKTG 3401,Marketing Research,ECON 2350,https://catalog.northeastern.edu/search/?P=ECON%202350,/course-descriptions/mktg/
MKTG 3401,Marketing Research,MATH 3081,https://catalog.northeastern.edu/search/?P=MATH%203081,/course-descriptions/mktg/
MKTG 3401,Marketing Research,POLS 2400,https://catalog.northeastern.edu/search/?P=POLS%202400,/course-descriptions/mktg/
MKTG 3401,Marketing Research,IS 3500,https://catalog.northeastern.edu/search/?P=IS%203500,/course-descriptions/mktg/
MKTG 3401,Marketing Research,PSYC 2320,https://catalog.northeastern.edu/search/?P=PSYC%202320,/course-descriptions/mktg/
MKTG 3401,Marketing Research,PHTH 2210,https://catalog.northeastern.edu/search/?P=PHTH%202210,/course-descriptions/mktg/
MKTG 3402,Gaining Insights from Consumer Data,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/mktg/
MKTG 3402,Gaining Insights from Consumer Data,DS 2000,https://catalog.northeastern.edu/search/?P=DS%202000,/course-descriptions/mktg/
MKTG 3402,Gaining Insights from Consumer Data,MKTG 2602,https://catalog.northeastern.edu/search/?P=MKTG%202602,/course-descriptions/mktg/
MKTG 3501,Marketing Analytics,MKTG 3401,https://catalog.northeastern.edu/search/?P=MKTG%203401,/course-descriptions/mktg/
MKTG 3501,Marketing Analytics,MKTG 3402,https://catalog.northeastern.edu/search/?P=MKTG%203402,/course-descriptions/mktg/
MKTG 3720,Brand Management,,,/course-descriptions/mktg/
MKTG 3990,Elective,,,/course-descriptions/mktg/
MKTG 4120,Undergraduate Research Practicum in Marketing,,,/course-descriptions/mktg/
MKTG 4220,Marketing in Asia,,,/course-descriptions/mktg/
MKTG 4420,Sales Management,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4420,Sales Management,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4502,Managing Customer Engagement in a Service World,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4502,Managing Customer Engagement in a Service World,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4504,Advertising and Brand Promotion,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4504,Advertising and Brand Promotion,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4506,Consumer Behavior,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4506,Consumer Behavior,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4508,Digital Marketing,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4508,Digital Marketing,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4510,New Product Development,MKTG 3401,https://catalog.northeastern.edu/search/?P=MKTG%203401,/course-descriptions/mktg/
MKTG 4512,International Marketing,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4512,International Marketing,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4520,Business-to-Business Marketing,MKTG 2201,https://catalog.northeastern.edu/search/?P=MKTG%202201,/course-descriptions/mktg/
MKTG 4520,Business-to-Business Marketing,MKTG 2209,https://catalog.northeastern.edu/search/?P=MKTG%202209,/course-descriptions/mktg/
MKTG 4604,Creating Business Value with Data and AI Technologies,,,/course-descriptions/mktg/
MKTG 4606,"Digital, Analytics, Technology, and Automation Research Practicum",,,/course-descriptions/mktg/
MKTG 4720,Understanding the Platform Economy,,,/course-descriptions/mktg/
MKTG 4983,Special Topics in Marketing,,,/course-descriptions/mktg/
MKTG 4990,Elective,,,/course-descriptions/mktg/
MKTG 4992,Directed Study,,,/course-descriptions/mktg/
MKTG 6120,Graduate Research Practicum in Marketing,,,/course-descriptions/mktg/
MKTG 6200,Creating and Sustaining Customer Markets,,,/course-descriptions/mktg/
MKTG 6210,Marketing Research,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6210,Marketing Research,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6210,Marketing Research,MGSC 6200,https://catalog.northeastern.edu/search/?P=MGSC%206200,/course-descriptions/mktg/
MKTG 6212,International Marketing,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6212,International Marketing,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6214,New Product Development,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6214,New Product Development,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6216,Market Focused Strategy,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6216,Market Focused Strategy,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6218,Managing Customer Engagement in a Service World,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6218,Managing Customer Engagement in a Service World,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6222,Digital Marketing,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6222,Digital Marketing,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6223,Brand and Advertising Management,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6223,Brand and Advertising Management,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6224,B2B and Strategic Sales,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6224,B2B and Strategic Sales,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6226,Consumer Behavior,MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6226,Consumer Behavior,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6230,"Driving Marketing Performance: Measure, Analyze, Profit",MKTG 6200,https://catalog.northeastern.edu/search/?P=MKTG%206200,/course-descriptions/mktg/
MKTG 6230,"Driving Marketing Performance: Measure, Analyze, Profit",MKTG 6210,https://catalog.northeastern.edu/search/?P=MKTG%206210,/course-descriptions/mktg/
MKTG 6230,"Driving Marketing Performance: Measure, Analyze, Profit",MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6232,Engaging Customers and Markets,,,/course-descriptions/mktg/
MKTG 6234,Marketing Analytics,,,/course-descriptions/mktg/
MKTG 6280,Gaining Customer Insight,,,/course-descriptions/mktg/
MKTG 6283,Marketing and Selling Innovation,,,/course-descriptions/mktg/
MKTG 6285,Creating Customer Value through Artificial Intelligence,,,/course-descriptions/mktg/
MKTG 6286,Marketing Technology Management,,,/course-descriptions/mktg/
MKTG 6287,Succeeding in the Platform Economy,,,/course-descriptions/mktg/
MKTG 6294,Customer-Centric Research Methods for Marketing,,,/course-descriptions/mktg/
MKTG 6295,Customer Performance Modeling,,,/course-descriptions/mktg/
MKTG 6318,Customer Value and the Enterprise,,,/course-descriptions/mktg/
MKTG 6320,Advanced Marketing Management,MKTG 6318,https://catalog.northeastern.edu/search/?P=MKTG%206318,/course-descriptions/mktg/
MKTG 6606,"Digital, Analytics, Technology, and Automation Advanced Research Practicum",,,/course-descriptions/mktg/
MKTG 6962,Elective,,,/course-descriptions/mktg/
MKTG 7001,Interdisciplinary Research in Marketing Science,,,/course-descriptions/mktg/
MKTG 7976,Directed Study,,,/course-descriptions/mktg/
MATL 5380,Particulate Materials Processing,ME 2340,https://catalog.northeastern.edu/search/?P=ME%202340,/course-descriptions/matl/
MATL 6250,Soft Matter,,,/course-descriptions/matl/
MATL 6270,"Principles, Devices, and Materials for Energy Storage and Energy Harvesting",,,/course-descriptions/matl/
MATL 6285,"Structure, Properties, and Processing of Polymeric Materials",,,/course-descriptions/matl/
MATL 6290,Fundamentals of Nanostructured Materials,,,/course-descriptions/matl/
MATL 6300,Computational Material Science,ME 6200,https://catalog.northeastern.edu/search/?P=ME%206200,/course-descriptions/matl/
MATL 6962,Elective,,,/course-descriptions/matl/
MATL 7350,Mechanical Behavior and Strengthening Mechanisms,,,/course-descriptions/matl/
MATL 7355,Thermodynamics of Materials,,,/course-descriptions/matl/
MATL 7360,Kinetics of Phase Transformations,MATL 7355,https://catalog.northeastern.edu/search/?P=MATL%207355,/course-descriptions/matl/
MATL 7365,Properties and Processing of Electronic Materials,,,/course-descriptions/matl/
MATL 7374,Special Topics in Materials Engineering,,,/course-descriptions/matl/
MATL 7945,Master’s Project,,,/course-descriptions/matl/
MATL 7962,Elective,,,/course-descriptions/matl/
MATL 7986,Research,,,/course-descriptions/matl/
MATL 7990,Thesis,,,/course-descriptions/matl/
MATL 7996,Thesis Continuation - Half-Time,,,/course-descriptions/matl/
MTH 1100,College Algebra,,,/course-descriptions/mth/
MTH 1105,Quantitative Skills and Reasoning: Practical Math,,,/course-descriptions/mth/
